title,link,original,sale,discount,currency,date,time
tren0,https://store.steampowered.com/app/777240/Tren0/?snr=1_7_7_2300_150_30,3.39,1.01,70,CDN,2020-04-25,14:48
phantaruk,https://store.steampowered.com/app/468930/Phantaruk/?snr=1_7_7_2300_150_30,5.69,0.62,89,CDN,2020-04-25,14:48
overclocked: a history of violence,https://store.steampowered.com/app/339850/Overclocked_A_History_of_Violence/?snr=1_7_7_2300_150_30,16.99,3.39,80,CDN,2020-04-25,14:48
the end: inari's quest,https://store.steampowered.com/app/893070/The_End_Inaris_Quest/?snr=1_7_7_2300_150_30,4.65,0.60,87,CDN,2020-04-25,14:48
lock's quest,https://store.steampowered.com/app/490080/Locks_Quest/?snr=1_7_7_2300_150_31,16.99,3.39,80,CDN,2020-04-25,14:48
cycle 28,https://store.steampowered.com/app/749560/Cycle_28/?snr=1_7_7_2300_150_31,7.99,1.59,80,CDN,2020-04-25,14:48
picross hansel and gretel - nonograms,https://store.steampowered.com/app/1044950/Picross_Hansel_and_Gretel__Nonograms/?snr=1_7_7_2300_150_31,5.69,0.62,89,CDN,2020-04-25,14:48
story: heaven & hell (complete edition),https://store.steampowered.com/app/847660/Story_Heaven__Hell_Complete_Edition/?snr=1_7_7_2300_150_31,5.69,0.62,89,CDN,2020-04-25,14:48
queendoom,https://store.steampowered.com/app/540410/Queendoom/?snr=1_7_7_2300_150_31,10.99,2.74,75,CDN,2020-04-25,14:48
darksiders warmastered edition,https://store.steampowered.com/app/462780/Darksiders_Warmastered_Edition/?snr=1_7_7_2300_150_31,99.69,19.93,80,CDN,2020-04-25,14:48
natsu no iro no nostalgia,https://store.steampowered.com/app/1161190/Natsu_no_Iro_no_Nostalgia/?snr=1_7_7_2300_150_31,33.99,18.01,47,CDN,2020-04-25,14:48
questerium: sinister trinity hd collector's edition,https://store.steampowered.com/app/320610/Questerium_Sinister_Trinity_HD_Collectors_Edition/?snr=1_7_7_2300_150_31,7.79,1.55,80,CDN,2020-04-25,14:48
legions of ashworld,https://store.steampowered.com/app/310970/Legions_of_Ashworld/?snr=1_7_7_2300_150_31,5.49,1.09,80,CDN,2020-04-25,14:48
frequent flyer,https://store.steampowered.com/app/554150/Frequent_Flyer/?snr=1_7_7_2300_150_31,1.09,0.81,26,CDN,2020-04-25,14:48
peregrin,https://store.steampowered.com/app/573080/Peregrin/?snr=1_7_7_2300_150_31,16.99,4.24,75,CDN,2020-04-25,14:48
i was here,https://store.steampowered.com/app/707960/I_was_here/?snr=1_7_7_2300_150_31,4.65,0.60,87,CDN,2020-04-25,14:48
lost in harmony,https://store.steampowered.com/app/509400/Lost_in_Harmony/?snr=1_7_7_2300_150_31,7.99,1.99,75,CDN,2020-04-25,14:48
688(i) hunter/killer,https://store.steampowered.com/app/2900/688I_HunterKiller/?snr=1_7_7_2300_150_31,32.99,6.59,80,CDN,2020-04-25,14:48
horror girl puzzle,https://store.steampowered.com/app/981960/Horror_Girl_Puzzle/?snr=1_7_7_2300_150_31,4.65,0.93,80,CDN,2020-04-25,14:48
shield impact,https://store.steampowered.com/app/771680/Shield_Impact/?snr=1_7_7_2300_150_31,3.39,0.61,82,CDN,2020-04-25,14:48
sakura no mori † dreamers 2,https://store.steampowered.com/app/983150/_Sakura_no_Mori__Dreamers_2/?snr=1_7_7_2300_150_31,28.99,14.49,50,CDN,2020-04-25,14:48
panzer elite action gold edition,https://store.steampowered.com/app/292420/Panzer_Elite_Action_Gold_Edition/?snr=1_7_7_2300_150_31,10.99,2.19,80,CDN,2020-04-25,14:48
unsolved stories,https://store.steampowered.com/app/801010/Unsolved_Stories/?snr=1_7_7_2300_150_31,33.99,5.09,85,CDN,2020-04-25,14:48
world of zoo,https://store.steampowered.com/app/43100/World_of_Zoo/?snr=1_7_7_2300_150_31,16.99,3.39,80,CDN,2020-04-25,14:48
super indie karts,https://store.steampowered.com/app/323670/Super_Indie_Karts/?snr=1_7_7_2300_150_31,17.49,8.74,50,CDN,2020-04-25,14:48
lanternium,https://store.steampowered.com/app/618210/Lanternium/?snr=1_7_7_2300_150_31,11.49,2.87,75,CDN,2020-04-25,14:48
one bit arena,https://store.steampowered.com/app/803270/One_Bit_Arena/?snr=1_7_7_2300_150_31,3.39,0.61,82,CDN,2020-04-25,14:48
detached: non-vr edition,https://store.steampowered.com/app/848410/Detached_NonVR_Edition/?snr=1_7_7_2300_150_31,17.49,3.49,80,CDN,2020-04-25,14:48
roots of insanity,https://store.steampowered.com/app/598440/Roots_of_Insanity/?snr=1_7_7_2300_150_31,7.79,1.94,75,CDN,2020-04-25,14:48
mekabolt,https://store.steampowered.com/app/1096210/Mekabolt/?snr=1_7_7_2300_150_32,5.69,1.42,75,CDN,2020-04-25,14:48
devil and the fairy,https://store.steampowered.com/app/744750/Devil_and_the_Fairy/?snr=1_7_7_2300_150_32,11.49,2.29,80,CDN,2020-04-25,14:48
mercury race,https://store.steampowered.com/app/817530/Mercury_Race/?snr=1_7_7_2300_150_32,8.99,2.24,75,CDN,2020-04-25,14:48
armada 2526 gold edition,https://store.steampowered.com/app/229970/Armada_2526_Gold_Edition/?snr=1_7_7_2300_150_32,21.99,3.95,82,CDN,2020-04-25,14:48
1943 deadly desert,https://store.steampowered.com/app/616750/1943_Deadly_Desert/?snr=1_7_7_2300_150_32,11.49,2.29,80,CDN,2020-04-25,14:48
giana sisters 2d,https://store.steampowered.com/app/350770/Giana_Sisters_2D/?snr=1_7_7_2300_150_32,8.79,1.75,80,CDN,2020-04-25,14:48
ancient space,https://store.steampowered.com/app/249190/Ancient_Space/?snr=1_7_7_2300_150_32,21.99,5.49,75,CDN,2020-04-25,14:48
the good life,https://store.steampowered.com/app/293340/The_Good_Life/?snr=1_7_7_2300_150_32,10.99,1.97,82,CDN,2020-04-25,14:48
3d minigolf,https://store.steampowered.com/app/362830/3D_MiniGolf/?snr=1_7_7_2300_150_32,10.99,2.19,80,CDN,2020-04-25,14:48
cally's caves 3,https://store.steampowered.com/app/418120/Callys_Caves_3/?snr=1_7_7_2300_150_32,7.79,2.33,70,CDN,2020-04-25,14:48
street arena,https://store.steampowered.com/app/347820/Street_Arena/?snr=1_7_7_2300_150_32,7.79,0.77,90,CDN,2020-04-25,14:48
god of failure,https://store.steampowered.com/app/709190/God_of_Failure/?snr=1_7_7_2300_150_32,4.65,0.69,85,CDN,2020-04-25,14:48
sticky paws,https://store.steampowered.com/app/1129090/Sticky_Paws/?snr=1_7_7_2300_150_32,4.65,1.16,75,CDN,2020-04-25,14:48
death jump,https://store.steampowered.com/app/1079630/Death_Jump/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-25,14:48
jump with friends,https://store.steampowered.com/app/1077550/Jump_with_Friends/?snr=1_7_7_2300_150_32,3.39,0.61,82,CDN,2020-04-25,14:48
boogeyman,https://store.steampowered.com/app/412770/Boogeyman/?snr=1_7_7_2300_150_32,4.99,1.99,60,CDN,2020-04-25,14:48
space escape!,https://store.steampowered.com/app/815830/Space_Escape/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-25,14:48
please close the doors,https://store.steampowered.com/app/778850/Please_close_the_doors/?snr=1_7_7_2300_150_32,5.69,0.62,89,CDN,2020-04-25,14:48
car mechanic manager,https://store.steampowered.com/app/397840/Car_Mechanic_Manager/?snr=1_7_7_2300_150_32,5.49,0.60,89,CDN,2020-04-25,14:48
hotel dracula,https://store.steampowered.com/app/711770/Hotel_Dracula/?snr=1_7_7_2300_150_32,5.69,0.62,89,CDN,2020-04-25,14:48
cube link,https://store.steampowered.com/app/681620/Cube_Link/?snr=1_7_7_2300_150_32,5.69,1.42,75,CDN,2020-04-25,14:48
the moment of silence,https://store.steampowered.com/app/339840/The_Moment_of_Silence/?snr=1_7_7_2300_150_32,16.99,3.39,80,CDN,2020-04-25,14:48
typical,https://store.steampowered.com/app/906730/Typical/?snr=1_7_7_2300_150_32,8.99,2.69,70,CDN,2020-04-25,14:48
illusion,https://store.steampowered.com/app/843170/ILLUSION/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-25,14:48
illie,https://store.steampowered.com/app/740570/illie/?snr=1_7_7_2300_150_32,2.29,0.59,74,CDN,2020-04-25,14:48
space empires iv deluxe,https://store.steampowered.com/app/1610/Space_Empires_IV_Deluxe/?snr=1_7_7_2300_150_33,21.99,5.49,75,CDN,2020-04-25,14:48
omega quintet,https://store.steampowered.com/app/683280/Omega_Quintet/?snr=1_7_7_2300_150_33,33.99,16.99,50,CDN,2020-04-25,14:48
armada 2526,https://store.steampowered.com/app/46790/Armada_2526/?snr=1_7_7_2300_150_33,16.99,3.05,82,CDN,2020-04-25,14:48
angry golf,https://store.steampowered.com/app/1145780/Angry_Golf/?snr=1_7_7_2300_150_33,2.29,0.59,74,CDN,2020-04-25,14:48
storm over the pacific,https://store.steampowered.com/app/302320/Storm_over_the_Pacific/?snr=1_7_7_2300_150_33,10.99,2.19,80,CDN,2020-04-25,14:48
crewsaders,https://store.steampowered.com/app/540870/Crewsaders/?snr=1_7_7_2300_150_33,3.29,0.82,75,CDN,2020-04-25,14:48
solas and the white winter,https://store.steampowered.com/app/813590/Solas_and_the_White_Winter/?snr=1_7_7_2300_150_33,11.49,2.29,80,CDN,2020-04-25,14:48
bitcoin trader,https://store.steampowered.com/app/837900/Bitcoin_Trader/?snr=1_7_7_2300_150_33,3.39,0.61,82,CDN,2020-04-25,14:48
frontlines™: fuel of war™,https://store.steampowered.com/app/9460/Frontlines_Fuel_of_War/?snr=1_7_7_2300_150_33,99.69,19.93,80,CDN,2020-04-25,14:48
ubermosh:omega,https://store.steampowered.com/app/1181000/UBERMOSHOMEGA/?snr=1_7_7_2300_150_33,5.69,1.93,66,CDN,2020-04-25,14:48
stones of sorrow,https://store.steampowered.com/app/373290/Stones_of_Sorrow/?snr=1_7_7_2300_150_33,3.39,0.61,82,CDN,2020-04-25,14:48
dark grim mariupolis,https://store.steampowered.com/app/597730/Dark_Grim_Mariupolis/?snr=1_7_7_2300_150_33,5.69,1.30,77,CDN,2020-04-25,14:48
dark matter,https://store.steampowered.com/app/251410/Dark_Matter/?snr=1_7_7_2300_150_33,10.99,1.97,82,CDN,2020-04-25,14:48
normality,https://store.steampowered.com/app/400370/Normality/?snr=1_7_7_2300_150_33,3.39,1.01,70,CDN,2020-04-25,14:48
camper jumper simulator,https://store.steampowered.com/app/520380/Camper_Jumper_Simulator/?snr=1_7_7_2300_150_33,3.29,0.59,82,CDN,2020-04-25,14:48
1953 - kgb unleashed,https://store.steampowered.com/app/248490/1953__KGB_Unleashed/?snr=1_7_7_2300_150_33,6.49,1.29,80,CDN,2020-04-25,14:48
void destroyer,https://store.steampowered.com/app/259660/Void_Destroyer/?snr=1_7_7_2300_150_33,11.49,2.64,77,CDN,2020-04-25,14:48
the big secret of a small town,https://store.steampowered.com/app/409090/The_Big_Secret_of_a_Small_Town/?snr=1_7_7_2300_150_33,7.79,1.55,80,CDN,2020-04-25,14:48
detective di: the silk rose murders | 狄仁杰之锦蔷薇,https://store.steampowered.com/app/792040/Detective_Di_The_Silk_Rose_Murders/?snr=1_7_7_2300_150_33,12.49,7.49,40,CDN,2020-04-25,14:48
quarantine,https://store.steampowered.com/app/489370/Quarantine/?snr=1_7_7_2300_150_33,10.99,2.74,75,CDN,2020-04-25,14:48
atlantic quest solitaire,https://store.steampowered.com/app/379260/Atlantic_Quest_Solitaire/?snr=1_7_7_2300_150_33,10.29,2.05,80,CDN,2020-04-25,14:48
run!zombiefood!,https://store.steampowered.com/app/671800/RunZombieFood/?snr=1_7_7_2300_150_33,4.65,1.58,66,CDN,2020-04-25,14:48
bubsy: the woolies strike back,https://store.steampowered.com/app/627910/Bubsy_The_Woolies_Strike_Back/?snr=1_7_7_2300_150_33,22.79,5.69,75,CDN,2020-04-25,14:48
meridian: new world,https://store.steampowered.com/app/265120/Meridian_New_World/?snr=1_7_7_2300_150_33,7.79,1.55,80,CDN,2020-04-25,14:48
mobile forces,https://store.steampowered.com/app/837940/Mobile_Forces/?snr=1_7_7_2300_150_33,4.65,1.39,70,CDN,2020-04-25,14:48
legends of the universe - starcore,https://store.steampowered.com/app/482330/Legends_of_the_Universe__StarCore/?snr=1_7_7_2300_150_34,2.29,0.59,74,CDN,2020-04-25,14:48
diner mania,https://store.steampowered.com/app/379600/Diner_Mania/?snr=1_7_7_2300_150_34,4.49,0.62,86,CDN,2020-04-25,14:48
cally's caves 4,https://store.steampowered.com/app/642580/Callys_Caves_4/?snr=1_7_7_2300_150_34,11.49,3.44,70,CDN,2020-04-25,14:48
relow,https://store.steampowered.com/app/966070/Relow/?snr=1_7_7_2300_150_34,8.99,3.59,60,CDN,2020-04-25,14:48
untamed: life of a cougar,https://store.steampowered.com/app/378580/Untamed_Life_Of_A_Cougar/?snr=1_7_7_2300_150_34,16.99,3.39,80,CDN,2020-04-25,14:48
wings over europe,https://store.steampowered.com/app/281580/Wings_Over_Europe/?snr=1_7_7_2300_150_34,10.99,2.19,80,CDN,2020-04-25,14:48
army general,https://store.steampowered.com/app/606950/Army_General/?snr=1_7_7_2300_150_34,17.49,4.37,75,CDN,2020-04-25,14:48
alpha zylon,https://store.steampowered.com/app/313210/Alpha_Zylon/?snr=1_7_7_2300_150_34,5.49,1.09,80,CDN,2020-04-25,14:48
bunker constructor,https://store.steampowered.com/app/364980/Bunker_Constructor/?snr=1_7_7_2300_150_34,5.49,1.09,80,CDN,2020-04-25,14:48
holy avatar vs. maidens of the dead,https://store.steampowered.com/app/261720/Holy_Avatar_vs_Maidens_of_the_Dead/?snr=1_7_7_2300_150_34,10.99,2.19,80,CDN,2020-04-25,14:48
rage runner,https://store.steampowered.com/app/279520/Rage_Runner/?snr=1_7_7_2300_150_34,5.49,1.09,80,CDN,2020-04-25,14:48
solaria moon,https://store.steampowered.com/app/623930/Solaria_Moon/?snr=1_7_7_2300_150_34,5.69,1.13,80,CDN,2020-04-25,14:48
legends of the universe - cosmic bounty,https://store.steampowered.com/app/698040/Legends_of_the_Universe__Cosmic_Bounty/?snr=1_7_7_2300_150_34,2.29,0.59,74,CDN,2020-04-25,14:48
aces of the luftwaffe,https://store.steampowered.com/app/353940/Aces_of_the_Luftwaffe/?snr=1_7_7_2300_150_34,5.49,1.09,80,CDN,2020-04-25,14:48
there the light,https://store.steampowered.com/app/1054110/There_The_Light/?snr=1_7_7_2300_150_34,8.99,2.69,70,CDN,2020-04-25,14:48
clicker: glad valakas,https://store.steampowered.com/app/978470/Clicker_Glad_Valakas/?snr=1_7_7_2300_150_34,2.29,0.59,74,CDN,2020-04-25,14:48
tidalis,https://store.steampowered.com/app/40420/Tidalis/?snr=1_7_7_2300_150_34,5.49,1.37,75,CDN,2020-04-25,14:48
education,https://store.steampowered.com/app/1261880/Education/?snr=1_7_7_2300_150_34,3.39,3.05,10,CDN,2020-04-25,14:48
sleep attack,https://store.steampowered.com/app/366210/Sleep_Attack/?snr=1_7_7_2300_150_34,7.79,1.55,80,CDN,2020-04-25,14:48
rad rodgers - radical edition,https://store.steampowered.com/app/805660/Rad_Rodgers__Radical_Edition/?snr=1_7_7_2300_150_34,22.79,4.55,80,CDN,2020-04-25,14:48
rush to adventure,https://store.steampowered.com/app/674210/Rush_to_Adventure/?snr=1_7_7_2300_150_34,11.49,2.87,75,CDN,2020-04-25,14:48
the initiate 2: the first interviews,https://store.steampowered.com/app/858360/The_Initiate_2_The_First_Interviews/?snr=1_7_7_2300_150_34,17.49,6.99,60,CDN,2020-04-25,14:48
europa universalis iii: divine wind,https://store.steampowered.com/app/25808/Europa_Universalis_III_Divine_Wind/?snr=1_7_7_2300_150_34,10.99,5.49,50,CDN,2020-04-25,14:48
partial control,https://store.steampowered.com/app/1001230/Partial_Control/?snr=1_7_7_2300_150_34,28.99,2.89,90,CDN,2020-04-25,14:48
1406,https://store.steampowered.com/app/1043350/1406/?snr=1_7_7_2300_150_34,6.69,1.60,76,CDN,2020-04-25,14:48
geneforge 5: overthrow,https://store.steampowered.com/app/201010/Geneforge_5_Overthrow/?snr=1_7_7_2300_150_35,21.99,6.59,70,CDN,2020-04-25,14:48
dynasty warriors 9 special weapon edition / 真・三國無双８ 追加武器エディション,https://store.steampowered.com/sub/414762/?snr=1_7_7_2300_150_35,51.49,36.04,30,CDN,2020-04-25,14:48
hoo-boy,https://store.steampowered.com/app/707870/HooBoy/?snr=1_7_7_2300_150_35,2.29,0.59,74,CDN,2020-04-25,14:48
desert law,https://store.steampowered.com/app/356280/Desert_Law/?snr=1_7_7_2300_150_35,3.29,0.75,77,CDN,2020-04-25,14:48
starry nights : helix,https://store.steampowered.com/app/546180/Starry_Nights__Helix/?snr=1_7_7_2300_150_35,4.49,1.12,75,CDN,2020-04-25,14:48
aura: fate of the ages,https://store.steampowered.com/app/65500/Aura_Fate_of_the_Ages/?snr=1_7_7_2300_150_35,5.49,1.37,75,CDN,2020-04-25,14:48
elea,https://store.steampowered.com/app/1122150/ELEA/?snr=1_7_7_2300_150_35,11.49,2.87,75,CDN,2020-04-25,14:48
karateka,https://store.steampowered.com/app/217270/Karateka/?snr=1_7_7_2300_150_35,4.65,1.86,60,CDN,2020-04-25,14:48
fallen enchantress: legendary heroes,https://store.steampowered.com/app/228260/Fallen_Enchantress_Legendary_Heroes/?snr=1_7_7_2300_150_35,45.49,22.74,50,CDN,2020-04-25,14:48
sounds of verity,https://store.steampowered.com/app/816270/Sounds_of_Verity/?snr=1_7_7_2300_150_35,5.69,2.27,60,CDN,2020-04-25,14:48
mask of the plague doctor,https://store.steampowered.com/app/1244930/Mask_of_the_Plague_Doctor/?snr=1_7_7_2300_150_35,7.99,5.59,30,CDN,2020-04-25,14:48
ghostcontrol inc.,https://store.steampowered.com/app/280540/GhostControl_Inc/?snr=1_7_7_2300_150_35,16.99,6.79,60,CDN,2020-04-25,14:48
a valley without wind,https://store.steampowered.com/app/209330/A_Valley_Without_Wind/?snr=1_7_7_2300_150_35,16.99,4.24,75,CDN,2020-04-25,14:48
x-com: interceptor,https://store.steampowered.com/app/7730/XCOM_Interceptor/?snr=1_7_7_2300_150_35,5.49,1.37,75,CDN,2020-04-25,14:48
x-com: enforcer,https://store.steampowered.com/app/7770/XCOM_Enforcer/?snr=1_7_7_2300_150_35,5.49,1.37,75,CDN,2020-04-25,14:48
little hidden city,https://store.steampowered.com/app/706490/Little_hidden_city/?snr=1_7_7_2300_150_35,2.29,0.59,74,CDN,2020-04-25,14:48
my own little planet,https://store.steampowered.com/app/603250/My_Own_Little_Planet/?snr=1_7_7_2300_150_35,6.49,1.62,75,CDN,2020-04-25,14:48
satellite rush,https://store.steampowered.com/app/429350/Satellite_Rush/?snr=1_7_7_2300_150_35,5.49,1.86,66,CDN,2020-04-25,14:48
tractorball,https://store.steampowered.com/app/683790/Tractorball/?snr=1_7_7_2300_150_35,10.99,2.74,75,CDN,2020-04-25,14:48
the wisbey mystery,https://store.steampowered.com/app/575960/The_Wisbey_Mystery/?snr=1_7_7_2300_150_35,8.79,2.63,70,CDN,2020-04-25,14:48
dance collider,https://store.steampowered.com/app/692690/Dance_Collider/?snr=1_7_7_2300_150_35,17.49,7.87,55,CDN,2020-04-25,14:48
红石遗迹 - red obsidian remnant,https://store.steampowered.com/app/610960/__Red_Obsidian_Remnant/?snr=1_7_7_2300_150_35,9.99,4.99,50,CDN,2020-04-25,14:48
dinosaur forest,https://store.steampowered.com/app/506730/Dinosaur_Forest/?snr=1_7_7_2300_150_35,2.19,0.59,73,CDN,2020-04-25,14:48
discouraged workers teen,https://store.steampowered.com/app/432180/Discouraged_Workers_TEEN/?snr=1_7_7_2300_150_35,5.49,1.37,75,CDN,2020-04-25,14:48
borderlands game of the year enhanced,https://store.steampowered.com/app/729040/Borderlands_Game_of_the_Year_Enhanced/?snr=1_7_7_2300_150_35,32.99,10.89,67,CDN,2020-04-25,14:48
skyward collapse,https://store.steampowered.com/app/238890/Skyward_Collapse/?snr=1_7_7_2300_150_36,5.49,1.37,75,CDN,2020-04-25,14:48
mahjong solitaire,https://store.steampowered.com/app/805400/Mahjong_Solitaire/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
secondspeed,https://store.steampowered.com/app/599990/SecondSpeed/?snr=1_7_7_2300_150_36,2.19,0.59,73,CDN,2020-04-25,14:48
racer 8,https://store.steampowered.com/app/292380/Racer_8/?snr=1_7_7_2300_150_36,5.49,1.37,75,CDN,2020-04-25,14:48
galactic core: the lost fleet (vr),https://store.steampowered.com/app/571860/Galactic_Core_The_Lost_Fleet_VR/?snr=1_7_7_2300_150_36,11.49,2.29,80,CDN,2020-04-25,14:48
spooky cats,https://store.steampowered.com/app/372210/Spooky_Cats/?snr=1_7_7_2300_150_36,3.29,1.31,60,CDN,2020-04-25,14:48
alien attack,https://store.steampowered.com/app/391310/Alien_Attack/?snr=1_7_7_2300_150_36,2.19,0.65,70,CDN,2020-04-25,14:48
pinball 2018,https://store.steampowered.com/app/856430/Pinball_2018/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
inca marbles,https://store.steampowered.com/app/862210/Inca_Marbles/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
hyperspeed,https://store.steampowered.com/app/347260/Hyperspeed/?snr=1_7_7_2300_150_36,7.79,1.94,75,CDN,2020-04-25,14:48
deep race: battle,https://store.steampowered.com/app/1136830/Deep_Race_Battle/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
time in time,https://store.steampowered.com/app/474830/Time_in_Time/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
beach pong,https://store.steampowered.com/app/939930/Beach_Pong/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
geneforge 2,https://store.steampowered.com/app/200980/Geneforge_2/?snr=1_7_7_2300_150_36,21.99,6.59,70,CDN,2020-04-25,14:48
geneforge 3,https://store.steampowered.com/app/200990/Geneforge_3/?snr=1_7_7_2300_150_36,21.99,6.59,70,CDN,2020-04-25,14:48
geneforge 4: rebellion,https://store.steampowered.com/app/201000/Geneforge_4_Rebellion/?snr=1_7_7_2300_150_36,21.99,6.59,70,CDN,2020-04-25,14:48
tale of enki: pilgrimage,https://store.steampowered.com/app/684590/Tale_of_Enki_Pilgrimage/?snr=1_7_7_2300_150_36,7.99,2.39,70,CDN,2020-04-25,14:48
quanect,https://store.steampowered.com/app/745940/Quanect/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
mountain trap: the manor of memories,https://store.steampowered.com/app/563320/Mountain_Trap_The_Manor_of_Memories/?snr=1_7_7_2300_150_36,7.79,2.33,70,CDN,2020-04-25,14:48
sins of a solar empire: trinity®,https://store.steampowered.com/app/201290/Sins_of_a_Solar_Empire_Trinity/?snr=1_7_7_2300_150_36,45.49,22.74,50,CDN,2020-04-25,14:48
hard place,https://store.steampowered.com/app/763520/Hard_Place/?snr=1_7_7_2300_150_36,2.29,0.59,74,CDN,2020-04-25,14:48
puzzle wishes,https://store.steampowered.com/app/576590/Puzzle_Wishes/?snr=1_7_7_2300_150_36,4.65,1.39,70,CDN,2020-04-25,14:48
marble land,https://store.steampowered.com/app/503280/Marble_Land/?snr=1_7_7_2300_150_36,17.49,8.74,50,CDN,2020-04-25,14:48
chinatris,https://store.steampowered.com/app/1139800/Chinatris/?snr=1_7_7_2300_150_36,2.29,1.14,50,CDN,2020-04-25,14:48
the initiate,https://store.steampowered.com/app/659480/The_Initiate/?snr=1_7_7_2300_150_36,11.49,4.59,60,CDN,2020-04-25,14:48
transport services,https://store.steampowered.com/app/993690/Transport_Services/?snr=1_7_7_2300_150_37,11.49,3.44,70,CDN,2020-04-25,14:48
submarine titans,https://store.steampowered.com/app/1259380/Submarine_Titans/?snr=1_7_7_2300_150_37,5.69,2.27,60,CDN,2020-04-25,14:48
making history ii: the war of the world,https://store.steampowered.com/app/46770/Making_History_II_The_War_of_the_World/?snr=1_7_7_2300_150_37,16.99,8.49,50,CDN,2020-04-25,14:48
pocket kingdom,https://store.steampowered.com/app/462620/Pocket_Kingdom/?snr=1_7_7_2300_150_37,7.79,3.11,60,CDN,2020-04-25,14:48
hex-up,https://store.steampowered.com/app/765610/HexUp/?snr=1_7_7_2300_150_37,1.19,1.07,10,CDN,2020-04-25,14:48
russian life simulator,https://store.steampowered.com/app/1070330/Russian_Life_Simulator/?snr=1_7_7_2300_150_37,1.19,0.65,45,CDN,2020-04-25,14:48
moebius: empire rising,https://store.steampowered.com/app/264520/Moebius_Empire_Rising/?snr=1_7_7_2300_150_37,16.99,5.94,65,CDN,2020-04-25,14:48
brood,https://store.steampowered.com/app/1039080/Brood/?snr=1_7_7_2300_150_37,5.69,2.27,60,CDN,2020-04-25,14:48
girls dance,https://store.steampowered.com/app/899480/Girls_Dance/?snr=1_7_7_2300_150_37,2.29,0.68,70,CDN,2020-04-25,14:48
click legends,https://store.steampowered.com/app/1082720/Click_Legends/?snr=1_7_7_2300_150_37,3.39,1.01,70,CDN,2020-04-25,14:48
frosty nights,https://store.steampowered.com/app/733800/Frosty_Nights/?snr=1_7_7_2300_150_37,5.69,2.27,60,CDN,2020-04-25,14:48
ct special forces: fire for effect,https://store.steampowered.com/app/283410/CT_Special_Forces_Fire_for_Effect/?snr=1_7_7_2300_150_37,3.39,1.01,70,CDN,2020-04-25,14:48
within a rose,https://store.steampowered.com/app/675890/Within_a_Rose/?snr=1_7_7_2300_150_37,5.69,2.27,60,CDN,2020-04-25,14:48
retromaze,https://store.steampowered.com/app/852110/RetroMaze/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-25,14:48
mountain trap 2: under the cloak of fear,https://store.steampowered.com/app/563330/Mountain_Trap_2_Under_the_Cloak_of_Fear/?snr=1_7_7_2300_150_37,7.79,2.33,70,CDN,2020-04-25,14:48
hope for city,https://store.steampowered.com/app/1142360/Hope_for_City/?snr=1_7_7_2300_150_37,2.29,0.91,60,CDN,2020-04-25,14:48
nya nya nya girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),https://store.steampowered.com/app/963330/Nya_Nya_Nya_Girls/?snr=1_7_7_2300_150_37,1.19,0.59,50,CDN,2020-04-25,14:48
v.t.,https://store.steampowered.com/app/883670/VT/?snr=1_7_7_2300_150_37,33.99,8.49,75,CDN,2020-04-25,14:48
a valley without wind 2,https://store.steampowered.com/app/228320/A_Valley_Without_Wind_2/?snr=1_7_7_2300_150_37,16.99,4.24,75,CDN,2020-04-25,14:48
shattered haven,https://store.steampowered.com/app/234370/Shattered_Haven/?snr=1_7_7_2300_150_37,10.99,2.74,75,CDN,2020-04-25,14:48
hero hunters - 杀手 3d 2k19,https://store.steampowered.com/app/869540/Hero_Hunters___3D_2K19/?snr=1_7_7_2300_150_37,6.69,2.67,60,CDN,2020-04-25,14:48
marine sharpshooter ii: jungle warfare,https://store.steampowered.com/app/283370/Marine_Sharpshooter_II_Jungle_Warfare/?snr=1_7_7_2300_150_37,3.39,1.01,70,CDN,2020-04-25,14:48
azurael's circle: chapter 2,https://store.steampowered.com/app/893620/Azuraels_Circle_Chapter_2/?snr=1_7_7_2300_150_37,2.29,0.91,60,CDN,2020-04-25,14:48
under a desert sun,https://store.steampowered.com/app/587930/Under_a_Desert_Sun/?snr=1_7_7_2300_150_37,3.39,1.35,60,CDN,2020-04-25,14:48
craken,https://store.steampowered.com/app/927930/CRAKEN/?snr=1_7_7_2300_150_37,3.39,1.01,70,CDN,2020-04-25,14:48
raindancer,https://store.steampowered.com/app/1156000/Raindancer/?snr=1_7_7_2300_150_38,1.19,0.59,50,CDN,2020-04-25,14:48
